RunTag,InputChunkLength,OutputChunkLength,Model,MAE,RMSE,MAPE,MAE_return,RMSE_return,MAPE_return,MAE_first_chamber_filling,RMSE_first_chamber_filling,MAPE_first_chamber_filling,MAE_second_chamber_filling,RMSE_second_chamber_filling,MAPE_second_chamber_filling,MAE_gran1_blain,RMSE_gran1_blain,MAPE_gran1_blain
all_targets,4,4,NeuralForecast_XLinear,7.896978,8.872286,1.6664933,3.989778,4.48679,4.309872,0.638778,0.7291962,0.8053559,0.5497187,0.6185272,0.913447,26.409664,29.654621,0.63730395
all_targets,4,4,NeuralForecast_TFT,9.799723,10.65543,1.7861973,3.6742625,4.0817823,3.970542,0.80535066,0.8871636,0.98875666,0.8711488,0.92988545,1.3687161,33.84813,36.722927,0.81676865
all_targets,4,6,NaiveLastValue,9.498532,10.827387,1.9943373,4.7106996,5.3768096,5.0119267,0.81364363,0.9426407,1.0190877,0.70847887,0.8016612,1.1756299,31.761324,36.188465,0.7707044
all_targets,4,6,LinearRegression,12.075476,13.59159,1.0365729,0.216552,0.25162712,0.23654519,1.193743,1.3467273,1.4735868,0.8450182,0.9727208,1.3338809,46.046577,51.795284,1.102279
all_targets,4,6,Chronos2,9.687348,11.00386,1.9548173,4.444832,5.060196,4.7115245,0.85851365,0.99110717,1.0771458,0.7456325,0.841079,1.2358968,32.700348,37.123047,0.7946959
all_targets,4,6,NeuralForecast_BiTCN,19.50913,20.516575,3.173923,6.96064,7.496139,7.2855744,1.2558306,1.3629943,1.5476143,1.3604896,1.4350957,2.1712723,68.45948,71.77209,1.6912267
all_targets,4,6,NeuralForecast_TSMixer,9.658146,10.952005,1.9357094,4.447563,5.0827136,4.799126,0.7961297,0.92465127,1.0039122,0.6921852,0.7823991,1.1453503,32.69672,37.018246,0.79444045
all_targets,4,6,NeuralForecast_Nhits,10.776935,12.426809,2.0732312,4.7263174,5.4068995,5.027382,0.8372246,0.96751547,1.0449245,0.81429476,0.92217505,1.3247628,36.729923,42.410618,0.8958526
all_targets,4,6,NeuralForecast_XLinear,9.551775,10.8882,1.9932998,4.7572346,5.4239526,5.0571265,0.7984683,0.9287447,1.0054978,0.6832252,0.7807757,1.134424,31.968199,36.419388,0.77615064
all_targets,4,6,NeuralForecast_TFT,19.292875,20.279667,2.7970524,5.8696833,6.4058,6.388337,1.0208023,1.1387328,1.269046,1.1166427,1.1923441,1.8313859,69.16436,72.381805,1.6994512
all_targets,6,2,NaiveLastValue,5.5685945,5.993977,1.2759547,3.0693145,3.3175652,3.3753145,0.48103252,0.5186568,0.6064638,0.4088787,0.44043845,0.68182945,18.315159,19.699247,0.44020745
all_targets,6,2,LinearRegression,5.0596337,5.504904,0.53632444,0.19138202,0.2031713,0.21698181,0.5830934,0.63252765,0.73622495,0.45811945,0.49717984,0.7354758,19.005932,20.686747,0.45661545
